Name,Quantities,Kcal,Protein Content (g),Veg/Non_Veg,subcode,Sub_Type,Type,Code,Glycemic Load,Glycemic Index,,diebetes_restriction
Jowar Bajra Roti With Less Ghee,1 Medium(60 gm),170,3.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Jowar Bajra Roti With Less Ghee,1 Small(50 gm),142,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Khichdi With Potatoes,1 Large Bowl(141 gm),147,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Makki Roti With Less Ghee,2 Medium(120 gm),328,6.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Makki Roti With Less Oil,2 Medium(170 gm),455,8.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Masoor Dal Khichdi,1 Large Bowl(141 gm),159,6.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Masoor Moong Dal Khichdi,1 Medium Bowl(106 gm),93,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Methi Mutton Gravy,1 Medium Bowl(150 gm),202,14.3,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Methi Pulao,1 Medium Bowl(72 gm),146,3.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mini Methi Thalipeeth,2 Medium(90 gm),239,6.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mix Vegetable Paneer Paratha With Less Ghee,1 Large(90 gm),225,6.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mix Vegetable Rice with Paneer and Soya,1 Medium Bowl(113 gm),164,7.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Sabji Paratha,2 Medium(120 gm),358,8.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Ghee,1 Medium(68 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Oil,1 Medium(70 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mixed Vegetable Paratha With Less Oil,2 Medium(140 gm),313,8.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mooli Paratha With Less Ghee,1 Number(84 gm),113,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Mushroom Rice,1 Medium Bowl(88 gm),132,4.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Palak Khichdi,1 Medium Bowl(106 gm),102,3.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Palak Ragi Khichdi,1 Large Bowl(141 gm),127,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Paneer Pulao,1 Medium Bowl(113 gm),150,6.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Plain Naan With Butter,1 Number(60 gm),200,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Pudina Paratha Without Oil,2 Medium(110 gm),229,7.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Purple Cabbage Roti With Oil,2 Number(60 gm),124,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Alsi Roti,1 Medium(65 gm),156,4.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Alsi Roti,2 Large(170 gm),407,10.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Bhakri With Less Oil,1 Small(65 gm),161,3.9,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Bhakri With Oil,1 Large(115 gm),309,7.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Ragi Mudde,3 Number(135 gm),155,3.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Red Rice Without Salt,1 Large Bowl(141 gm),143,3.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Red Rice Without Salt,1 Medium Bowl(106 gm),107,2.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Rohu Fish Head Green Gram Dal Curry,1 Medium Bowl(120 gm),108,8.7,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Roti with Less Ghee,2 Large(170 gm),418,10.6,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Rumali Roti With Oil,1 Number(73 gm),216,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,1 Large(85 gm),226,9.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,2 Number(58 gm),80,3.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Atta Roti Without Oil,2 Small(80 gm),213,8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Chunks and Vegetable Rice,1 Large Bowl(141 gm),230,8.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Soya Matar Pulao,1 Large Bowl(150 gm),209,6.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Surmai Biryani,1 Large Bowl(184 gm),331,18.1,Non_Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Sweet Potato Spinach Khichdi,1 Medium Bowl(106 gm),97,2.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Tamarind Rice,1 Large Bowl(141 gm),287,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Thin Roti With Oil,2 Small(60 gm),184,4.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Til Rice,1 Large Bowl(141 gm),200,4.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Tur Dal Khichdi With Vegetables,1 Medium Bowl(150 gm),105,4.7,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vangi Bhaat,1 Medium Bowl(106 gm),122,3.1,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Varichi Bhakri Without Oil,2 Medium(90 gm),442,11.2,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Cheese Pulao,1 Medium Bowl(117 gm),157,4.8,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Moong Dal Khichdi without Ghee,1 Large Bowl(141 gm),109,5.4,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Vegetable Pulao With Dry Fruits,1 Large Bowl(150 gm),262,6.5,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Wheat Ragi Roti Without Oil,2 Small(80 gm),214,6.3,Veg,E2,"Indian Breads, Pulao, and Khichdi Varieties",Dinner,E,,,,
Adarak Chaas Bina Namak,1 Medium Glass(160 gm),28,1.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Banana Kheer With Soy Milk,1 Large Bowl(194 gm),277,6.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Banana Walnut Muffin Homemade,1 Number(60 gm),200,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Bay Leaf Rice,1 Medium Bowl(106 gm),144,2.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Beetroot Corn Raita,1 Large Bowl(185 gm),123,4.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Black Chickpea Kadhi,1 Medium Bowl(134 gm),107,5.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Boiled Egg Bhurji,1 Large Bowl(160 gm),158,12.8,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Bottle Gourd Tomato Curry,1 Large Bowl(178 gm),84,2.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cabbage Pulao,1 Medium Bowl(113 gm),150,3.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Capsicum Gravy,1 Large Bowl(178 gm),117,2.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Capsicum Gravy,1 Medium Bowl(134 gm),87,2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Carrot Cucumber Tomato Beetroot Salad,1 Medium Bowl(92 gm),25,0.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Carrot Rasam,1 Medium Bowl(136 ml),45,1.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chaash Kala Namak Sahit,1 Large Glass(250 ml),33,2.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chauraee Saag,1 Medium Bowl(78 gm),40,1.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Chawal,1 Medium Bowl(119 gm),107,2.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Corn Kadhi,1 Large Bowl(178 gm),134,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cow Milk Curd With Pink Salt,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Cucumber Soya Curd Raita,1 Large Bowl(185 gm),125,5.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Large Bowl(185 gm),128,5.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Medium Bowl(120 gm),83,3.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd With Salt,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd,1 Large Bowl(185 gm),128,5.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Curd,1 Medium Bowl(139 gm),96,3.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dal Fry,1 Large Bowl(200 gm),229,8.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dal Palak,1 Medium Bowl(139 gm),129,6.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dalma,1 Large Bowl(198 gm),171,7.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dates Almond Walnut Energy Ladoo,1 Medium(25 gm),111,2.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dhania Chutney,1 Small Bowl(84 gm),89,1.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Dhania Chutney,2 Tbsp(25 gm),27,0.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Duck Curry With Less Oil,1 Large Bowl(200 gm),181,18.5,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Duck Curry With Oil,1 Large Bowl(200 gm),218,18.9,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Egg Vegetable Pulao,1 Large Bowl(121 gm),225,9.2,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Fresh Peas Curry,1 Medium Bowl(134 gm),76,4.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Garlic Chutney,2 Tbsp(25 gm),65,1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Gatte Ki Kadhi,1 Medium Bowl(150 gm),252,8.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Hari Chaurai Sabji,1 Medium Bowl(78 gm),51,1.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Hot Garlic Chicken,1 Large Bowl(200 gm),291,28.4,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Jeera Buttermilk,1 Large Glass(250 ml),38,1.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Jeera Chaas Bina Namak,1 Large Glass(200 ml),30,1.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Jeera Rice,1 Medium Bowl(180 gm),179,3.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Kadhi Pakora,1 Large Bowl(200 gm),325,8.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Kadhi,1 Large Bowl(200 gm),153,5.6,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Kadhi,1 Medium Bowl(134 gm),114,4.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Khatti Dal,1 Medium Bowl(139 gm),130,6.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Kofta Kadhi,1 Medium Bowl(134 gm),176,7.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Kulath Dal,1 Medium Bowl(139 gm),114,6.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Lasooni Dal Tadka,1 Medium Bowl(150 gm),220,8.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Lati Chingri,1 Large Bowl(120 gm),127,11.2,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Lentil Soup,1 Large Soup Bowl(204 gm),130,7.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Makka Shimla Mirch Raita,1 Large Bowl(185 gm),108,4.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Mangur Machher Jhol Kakrol Er Sathe,1 Medium Bowl(120 gm),154,13.5,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Masoor Daal,1 Medium Bowl(144 gm),118,6.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Masoor Dal,1 Medium Bowl(144 gm),118,6.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Mihidana,1 Medium Bowl(142 gm),371,4.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Mishti Doi,1 Small Bowl(116 gm),139,3.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Moong Dal Palak Curry,1 Large Bowl(200 gm),192,8.3,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Palak Sambhar,1 Medium Bowl(149 gm),93,3.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Palak Tur Dal With Oil,1 Large Bowl(186 gm),134,6.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Patta Gobi Capsicum Sabji,1 Large Bowl(120 gm),106,2.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Patta Gobi Capsicum Sabji,1 Medium Bowl(90 gm),80,2.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Phool Gobi Shimlamirch Sabji,1 Medium Bowl(90 gm),75,2.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Pineapple Boondi Honey Raita,1 Medium Bowl(139 gm),167,4.7,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Pomfret Curry With Less Oil,1 Medium Bowl(120 gm),156,13.2,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Potato Catla Fish Curry With Bori,1 Medium Bowl(120 gm),148,10.1,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Punjabi Fish Curry,1 Large Bowl(120 gm),186,15.4,Non_Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Rajma Pulao,1 Medium Bowl(113 gm),135,5.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Red Amaranth Lentil Dal Gravy With Ghee,1 Large Bowl(178 gm),147,5.9,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Sev Tomato Curry,1 Medium Bowl(128 gm),175,4.2,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Soya Matar Kadhi,1 Large Bowl(178 gm),267,9.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Sweet Curd,1 Large Bowl(185 gm),162,6.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Sweet Curd,1 Medium Bowl(139 gm),121,4.8,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Til Rice,1 Medium Bowl(100 gm),150,3.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Toor Palak Dal,1 Large Bowl(186 gm),197,7.1,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Whole Wheat Bread Vegetable Paneer Sandwich,"1 Bread (4"")(170 gm)",371,12.4,Veg,E3,"curries, dals, rice dishes, and accompaniments",Dinner,E,,,,
Aloo Beans Sambhar,1 Medium Bowl(160 gm),82,3.2,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Beetroot Kheer,1 Medium Bowl(146 gm),184,4.5,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Chawal,1 Medium Bowl(106 gm),107,2.1,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Chawal,1 Medium Bowl(119 gm),107,2.1,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Colocasia Stem Dry Vegetable With Oil,1 Medium Bowl(90 gm),85,2.2,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Cow Milk Curd With Pink Salt,1 Medium Bowl(139 gm),96,3.9,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Curd With Salt,1 Large Bowl(185 gm),128,5.2,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Curd,1 Medium Bowl(139 gm),96,3.9,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Dudhi Palak Kadhi,1 Medium Bowl(134 gm),93,3.1,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Methi Dal,1 Medium Bowl(150 gm),102,5.4,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Mooli Moong Dal,1 Medium Bowl(139 gm),113,5.6,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Patta Gobi Capsicum Sabji,1 Large Bowl(120 gm),106,2.8,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Patta Gobi Capsicum Sabji,1 Medium Bowl(90 gm),80,2.1,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Plain Boiled Moong Dal,1 Medium Bowl(150 gm),105,7.3,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Pudina Moong Dal,1 Medium Bowl(139 gm),112,6.3,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Red Parboiled Rice,1 Medium Bowl(106 gm),87,2.2,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Rice,1 Medium Bowl(119 gm),107,2.1,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Shahi Tukda with Rabdi,1 Number(60 gm),163,3.7,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Sweet Curd,1 Medium Bowl(139 gm),121,4.8,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Tomato Chutney,2 Tbsp(25 gm),16,0.4,Veg,E4,Traditional Indian Dishes and Sides,Dinner,E,,,,
Ambadi Dal With Ghee,1 Medium Bowl(139 gm),99,4.8,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Ambadi Dal,1 Medium Bowl(139 gm),76,3.6,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Methi Dal,1 Medium Bowl(150 gm),102,5.4,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Peanut Aamti,1 Medium Bowl(134 gm),98,4.1,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Red Amaranth Lentil Dal Gravy With Less Ghee,1 Medium Bowl(78 gm),56,2.8,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Tomato Rasam,1 Large Bowl(100 gm),51,1.4,Veg,E5,Dals and Lentil Gravies,Dinner,E,,,,
Almond Milk With Almond Kesar And With Sugar,1 Large Glass(220 ml),102,3.1,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Almond Milk With Saffron Almond Elaichi And Sugar,1 Large Glass(220 ml),72,2.5,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Almond Milk With Saffron Almond Elaichi And Sugar,1 Medium Glass(176 ml),58,2,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Coffee With Skim Milk Without Sugar,1 Large Cup(176 ml),47,1.8,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Cow Milk With Cardamom And Jaggery,1 Medium Glass(176 ml),136,4.1,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Cow Milk With Cardamom And Jaggery,1 Small Glass(132 ml),102,3.1,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Cow Milk With Cardamom And Sugar,1 Small Glass(132 ml),105,3.2,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Cow Milk With Stevia,1 Medium Glass(176 ml),126,3.8,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Elaichi Milk,1 Small Glass(132 ml),97,3.1,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Haldi Gud Ka Doodh,1 Medium Glass(176 ml),137,4.1,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Haldi Kesar Cow Milk With Stevia,1 Medium Glass(176 ml),129,3.9,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Milk With Jaggery,1 Medium Glass(176 ml),135,4,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,3
Milk,1 Medium Glass(176 ml),128,3.9,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Milk,1 Small Glass(132 ml),96,3,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Plain Skim Milk Without Sugar,1 Medium Glass(176 ml),60,3.6,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Saffron Pistachio Skim Milk,1 Medium Glass(176 ml),74,3.8,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Saffron Pistachio Skim Milk,1 Medium Glass(176 ml),74,3.8,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Skim Milk With Turmeric Saffron Without Sugar,1 Large Glass(220 ml),77,4.2,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Skim Milk With Turmeric Saffron  And Stevia,1 Medium Glass(176 ml),62,3.6,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Skim Milk With Turmeric Saffron  Without Sugar,1 Medium Glass(176 ml),62,3.6,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Skim Milk,1 Medium Glass(176 ml),60,3.6,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,
Turmeric Almond Milk With Honey,1 Large Glass(220 ml),58,2.2,Veg,F1,Milk-Based Drinks,Bed Time,F,,,,